object_id,amplitude,ls_time,ls_wave,rise_time,fade_time,fwhm,rise_fade_ratio,compactness,rise_slope,tde_power_law_error,template_chisq_tde,linear_decay_slope,mean_color_gr,std_color_gr,total_radiated_energy_proxy,color_monotonicity,negative_flux_fraction,percentile_ratio_20_50,percentile_ratio_80_max,rise_fireball_error,pre_peak_var,reduced_chi_square,fade_shape_correlation,baseline_ratio,color_cooling_rate,color_slope_gr,ug_peak,gr_peak,ur_peak,flux_ratio_ug,flux_ratio_gr,flux_kurtosis,flux_skew,robust_duration,duty_cycle,redshift,redshift_err,rest_rise_time,rest_fade_time,rest_fwhm,absolute_magnitude_proxy,total_radiated_energy,log_tde_error
Dornhoth_salab_corch,0.9053871482362013,330.228129695467,8103.537121620048,755.9016969696968,226.77050909091486,428.3442949494929,3.3333333333332478,922.2003190983862,0.001197757792932296,0.17872595381174783,0.08834861858430407,-0.6690227491238725,0.5978311295439876,0.11846064048856035,4093.542157520947,0.7,0.0,0.3489645020687525,0.6882455141590701,0.03126120546805627,0.03126120546805627,0.761084915696857,-0.9840826078282003,0.02536428093401825,-0.007405227421074745,0.070425477316962,0.5506477112879233,0.5290451240826572,1.0796928353705806,0.6022002278323919,0.6143020298463253,2.189795499854929,1.3541631434023274,410.13816999999835,0.16441859363146205,0.9011,,397.612801520013,119.28384045600697,225.3139208613397,0.3316407721691025,3331.260789468311,-0.7478123741143229
Dornhoth_thurin_gwaloth,1.1517346668271984,765.7724386102462,10247.541158370663,965.8769939393969,873.0042060606065,1281.6444727272756,1.1063829787234072,1377.0109341993518,0.0011924237496637826,0.6269352881944974,10.0,-0.15423434056709162,-0.35325026192983416,0.036656455234318534,8238.346075303423,-0.7999999999999999,0.0,0.7673464641598577,0.9466047132303018,0.005393449170002651,0.005393449170002651,1.0074726331084431,-0.9896705481169195,0.6189838031427829,-0.007072890229879059,-0.02042133972286226,-0.14571172746977418,-0.32965177524199224,-0.47536350271176636,1.1436277659758711,1.3547548364070758,1.6808219339079136,-0.269625932325016,1386.0224199999939,0.7537313557830659,0.9992,,483.13174966956626,436.67677373979916,641.0786678307701,-0.15381534893838092,8241.641743267388,-0.20277728372445228
Druadan_galadhrim_narthan,2.0231728978813024,88.09457676476521,9141.369669167863,93.60929595959897,53.491026262621745,120.35480909090984,1.750000000000204,129.29576685335772,0.021612948555392274,0.004010917225266874,0.21030807285204683,0.0,0.3865268741228002,0.12918098798443756,3190.901101756434,0.9999999999999999,0.0,0.4948830444195274,0.10461549150030278,0.014352581255849452,0.014352581255849449,0.5930002251280208,-0.43828206450526613,0.04416336275139749,0.13718648679209383,0.09024081425594926,0.22627845292199397,0.22935813327274102,0.45563658619473485,0.8118739725985722,0.8095743628000036,9.786455479256269,2.8720124032285153,50.74199999999837,0.03832758429639994,0.3089,,71.5175307201459,40.86716041150718,91.95111092589948,1.7788096222235814,306.44779191949544,-2.39675619233832
Druadan_galas_Eluwaith,1.412676553243336,334.04817461215316,7493.654184610795,196.69342424242495,275.3707939393935,373.7175060606096,0.7142857142857181,820.2007647610116,0.007182123950937018,0.3769122483817948,0.14565702433437225,0.007402028491828349,0.31451544068141263,0.20593539353529633,9118.060432164148,0.8999999999999998,0.06474820143884892,0.4459345006808879,0.802557459149761,0.04046902087286146,0.040469020872861465,0.7791498492535541,0.3607093708055243,-0.042530344452222965,0.07521580846573728,0.1365904936633132,0.2073584418256897,0.1280473060100358,0.33540574783572563,0.8261456553409643,0.8887529956773322,12.87643113017486,1.8488433350718865,1141.9399000000049,0.5864327447179929,0.287,,152.83094346730766,213.9633208542296,290.37879258788627,2.3279307185455322,756.2884044854229,-0.4237597480572303
Druadan_galas_ram,1.5665382289640981,313.52971024652896,15105.072214483036,187.2479595959594,205.97275555555825,337.0463272727284,0.9090909090908963,335.74264359549517,0.00836611641774014,0.1577013130214912,0.1445058959853529,-1.1415566944616378,-0.09410711861091992,0.032037407055644576,6470.367910158784,-0.9999999999999999,0.007936507936507936,0.4592817872854986,0.6163361649984651,0.011646179269254962,0.011646179269254963,0.6656019906891256,-0.9830813978495506,0.0002699928325661163,-0.03253227038451248,-0.02194649795960938,-0.0016386156972042765,-0.0580743083892037,-0.05971292408640809,1.0015103602779234,1.0549447698590433,0.5642322237635775,1.387244776905464,110.558950000006,0.059640546851183265,0.9706,,95.02078534251466,104.5228638767676,171.03741361652712,-0.42479002476080274,6108.069752803383,-0.8021646879652936
Druadan_lorn_morgul,1.1157118245229627,967.3785510708813,10669.255015679099,871.3107818181816,371.11385151515424,1194.0184787878825,2.3478260869565037,1049.2926236716357,0.0012804981274245047,0.7621775321687707,10.0,-0.03421083822308845,-0.37514262521153324,0.04407350610333431,4865.73954274178,0.9999999999999999,0.006993006993006993,0.7931177416260478,0.9725842040678839,0.00577665356151224,0.005776653561512241,0.8359843799754438,-0.9948003392785557,-0.16841149456544194,0.022339919781169115,0.027983260211891733,-0.21793589744926192,-0.41559658704094976,-0.6335324844902117,1.2222902823587039,1.46635334702747,7.463344308485636,-1.3594542788434438,771.9052999999985,0.48322511706656696,1.027,,429.8523837287526,183.08527455113676,589.0569702949592,-0.178845662889576,5142.035696936827,-0.11794385714432251
Druadan_rodwen_bragol,1.443485401861412,35.27181570607619,7107.4265927072565,36.17466464645986,36.174664646467136,72.349329292927,0.9999999999997988,61.88267670756948,0.03990321447258185,0.006692218662705855,0.22558829649773626,0.0,0.33006284291641225,0.0659352429715832,1729.6552177106128,0.9999999999999999,0.008,0.2922678379020239,0.056187345435057226,0.005728860845637156,0.005728860845637157,0.33420309894013694,-0.227239190207646,-0.006346026086332238,0.035682965264537125,0.04403040962666701,0.30591334818470006,0.2637446104838779,0.5696579586685778,0.7544572924820107,0.7843360122596287,4.019879933876404,2.127967845260735,53.11854999999923,0.029664463532404223,0.3249,,27.303694351618883,27.303694351624376,54.60738870324326,2.036047207255556,183.70808169377057,-2.1744298123696315
Druadan_romru_araf,0.5875564208079135,18.882260399143874,4534.728175463679,24.42401212121331,24.42401212121331,48.84802424242662,1.0,38.95899306268969,0.024056507091952978,0.01605242807751145,10.0,0.0,0.48617951769960593,0.07497539077043186,582.8236712409956,0.9999999999999999,0.005758157389635317,0.19169127881716747,0.04967518183060086,0.0012284675235878287,0.0012284675235878287,0.651807685656097,-0.4080930404487418,0.005582004507728516,0.090826176164582,0.05108125137194952,0.559519680074538,0.38192623864097075,0.9414459187155088,0.5972994680528041,0.7034439592698587,12.01795679590682,2.275565522896527,50.495859999995446,0.02088351370724067,0.3328,,18.325339226600622,18.325339226600622,36.650678453201245,2.959944396800907,64.93963553942955,-1.7944592401975423
Druadan_tachol_aranarth,0.6016505434256761,161.6254487134463,5351.836198136432,155.09707070707373,124.07765656565607,248.15531313131214,1.2500000000000293,-247.01225652048612,0.0038791870193473346,0.07102143742366307,0.2580113059669143,0.0,0.7246640134843346,0.23131467128793012,-1096.8765147800414,0.9999999999999999,0.11173184357541899,0.1838849672762852,0.5951405872206466,0.00220152528079002,0.0022015252807900195,0.7141511302260318,-0.5660454520482215,0.26146090391678983,0.24682875472346533,0.16184064074677373,0.472974452467716,0.4388840471025274,0.9118584995702435,0.6468598847006967,0.6674924859569205,1.8877495286434582,0.46127962387158644,85.42924000000494,0.02781875931723599,1.012,,77.08601923810821,61.66881539048512,123.33763078097024,0.5235919899409969,-1125.5806762953202,-1.1486105360173189
Druadan_tavor_fae,0.6060886261969929,502.41295106533613,6212.362530345608,301.32562727273034,468.72875353535346,602.6512545454534,0.6428571428571495,646.8547295796279,0.002011407498534537,0.20021567890121778,0.08068530865202132,-0.6623280023023694,0.4882073532981039,0.02592333973052614,3569.3311511584857,0.09999999999999999,0.014388489208633094,0.6370989896471618,0.6263258998360304,0.010171682960008194,0.010171682960008194,0.7228898502941826,-0.9877121908899357,-0.01526630047284571,-0.02420083315507343,0.0009433970939980996,0.6084852607175605,0.49442937888597205,1.1029146396035325,0.5709602786658803,0.6342029363105803,0.4022352144882775,0.06920623657492236,862.0175799999997,0.2600682698472469,1.874,,104.84538179287763,163.09281612225243,209.69076358575273,-0.8213466957098584,12548.429828291552,-0.6985019137302371
Elrim_cair_amon,1.0060111569529195,1210.790317028226,9149.201506340693,601.2177696969666,1176.295636363633,1672.9537939393922,0.5111111111111099,1539.7240676097788,0.001673289126933128,0.6382707223799355,10.0,-0.07030885699796048,0.26665609260780715,0.04727430895666112,10025.606486747482,0.49999999999999994,0.0,0.3955459395777857,0.8631743434792498,0.0004237083858620173,0.0004237083858620175,0.9613067965445761,-0.6747211368161665,-0.0006507749028834608,0.1081947745575162,0.025423711795419066,0.3098622301420933,0.2114087976143229,0.5212710277564163,0.7517182740460262,0.8230694476199572,1.2669243529317393,-0.14522465645313656,1546.1054500000027,0.5974477697783478,1.203,,272.9086562401119,533.951718730655,759.3979999724884,-0.4096394276021879,14533.279572892936,-0.19499507561741525
Elrim_firiel_soga,0.7687252667430595,45.42801283939603,3499.059143923966,39.17988686868921,39.17988686868921,58.769830303033814,1.0,20.946219243726087,0.019620405472824117,0.025678990878229814,0.40948148932823664,0.0,0.9085566085613405,0.33739041225358984,342.1425626286204,0.9999999999999999,0.0,0.22978112603236522,0.13675773191321164,0.007881855650614016,0.007881855650614016,0.45965465970971714,-0.22839770569856807,-0.02896468424970355,0.08204902154187876,0.20957760550065016,0.9458984395143905,0.6474733957399216,1.5933718352543123,0.41844715956199685,0.5508211932480804,1.6089324989934122,1.5575299994083882,80.03050000000076,0.041265503986688275,0.5487,,25.298564517782147,25.298564517782147,37.94784677667322,1.5849434255372423,103.38524894232084,-1.5904220300703145
Elrim_hal_amarth,1.2458589394060462,195.51352101444044,10857.441260932717,420.4206565656568,210.21032828283205,565.9508838383845,1.9999999999999654,604.533807351902,0.002963362812815267,0.34947213272247324,0.33879583485953696,-0.21280696737003849,0.37373307027119607,0.07598063898129315,4206.4343279606,0.8999999999999998,0.06666666666666667,0.5088946817596829,0.8639630640014694,0.02565054407421168,0.025650544074211676,0.7793832277800646,0.008948421172765538,-0.5634322633854697,0.20138074701244846,0.043664426131223094,0.24415707968715547,0.232219687297178,0.47637676698433357,0.7986144576166126,0.8074434671091387,0.6198233872486223,0.14877374197572604,1148.1833800000022,0.7172414228221874,0.4054,,299.1466177356317,149.57330886781844,402.69737002873524,1.7165593217806643,694.7387317829275,-0.45658744839627075
Elrim_harad_menel,0.7042473447994437,137.21564437175675,100000.00000000001,131.00712121212564,104.80569696969906,209.6113939393981,1.2500000000000173,403.7162238303931,0.0053756417077445145,0.026574805608922274,0.17279796571092818,-0.2005362822899803,0.002645455207115253,0.0003383706534101259,4072.595802269743,0.09999999999999999,0.0,0.3506846334342897,0.1963180664791373,0.01580478676309711,0.01580478676309711,0.9082425619409046,-0.3471867120518674,0.06017055942375578,0.0006618764613781805,-3.9505061816536274e-05,0.0021174201011747423,0.0022726033451397347,0.004390023446314478,0.9980516844513435,0.997909044066509,20.1539916886992,2.861522173974132,449.27739999999903,0.17320262874136275,0.7035,,76.90467931442656,61.52374345154039,123.04748690308078,1.141281967136313,2021.3117667314696,-1.5755298872555972
Elrim_heledir_fervain,2.050509931520018,96.4387433225967,22082.045456095817,118.28430303030473,59.142151515152364,153.76959393939615,2.0,141.61437287602692,0.01733543571706782,0.006652208847249582,0.220529085184133,0.0,0.10501355552026634,0.07299250173379795,3717.0737975733296,0.9999999999999999,0.0,0.2061088302343689,0.6586709914377953,0.0008334087596292783,0.0008334087596292783,0.7492823964764891,-0.418039232333659,-0.02778401942159039,0.030506536563877938,0.04556861462016759,0.040305211973578614,0.04257115331698438,0.08287636529056297,0.9635581191320512,0.9615492615467874,7.16920441494382,2.34838289019708,57.006810000006226,0.048681553586100566,0.2919,,91.55840469874195,45.779202349370976,119.02592610836453,1.886748448823305,318.88928509407293,-2.177034059202208
Elrim_melethril_thul,7.764146427823542,178.58057394229905,9115.81228677419,560.3737656565645,304.5509595959593,730.9223030303037,1.839999999999998,685.522794838394,0.013855299629750947,0.19916284024413844,0.10480696224794134,-0.5611504406165378,0.35085689274277965,0.08930643762760647,25614.881647744107,-0.39999999999999997,0.05714285714285714,0.5430776877884383,0.8301249112286087,0.0206680452729438,0.020668045272943802,0.6187363684714277,-0.8069924751707,0.055321805287041476,0.16213365942569957,-0.022823928189307664,0.37916681606034897,0.28209604969660995,0.661262865756959,0.70523405146825,0.771190338587405,0.4891100222895881,-0.7029931675027995,834.2373599999992,0.6917266006302686,0.4673,,381.90810717410517,207.5587538989704,498.14100935753,-0.5778550823228294,5617.46880212154,-0.7007916867355548
Elrim_nana_dagnir,1.0795878252397189,2067.2648284561906,7992.877611441774,1074.5790909090865,408.34005454545695,1310.9864909090902,2.6315789473683946,1336.946341744614,0.0010046611127770921,0.7505121770688199,10.0,-0.03342462289105446,0.7743333010927486,0.03931944989999358,5046.293553935124,0.9999999999999999,0.0,0.4321658404527346,0.9631714824325189,0.0004357495489422869,0.0004357495489422869,0.8234219317755224,-0.9933931647407354,0.1862019698253982,0.05858514499858658,0.02770257091077424,1.2898936138058672,0.7182559268792553,2.0081495406851224,0.30481936531829257,0.516056947573978,1.7962417306397649,0.7585708991010708,1160.7603000000017,0.54555553957561,2.164,,339.62676703827003,129.0581714745439,414.34465578669096,-1.7604344491301867,23653.113303343558,-0.1246422563518514
Elrim_sirion_hwiniol,0.6358192275778067,283.6787248782558,100000.00000000001,246.8061090909032,191.96030707070895,383.9206141414179,1.2857142857142423,274.59923741962047,0.002576189179108297,0.1250006083098478,0.10018354138241294,0.0,0.002464137343810973,0.0012529963140033627,1654.124896429108,-0.8999999999999998,0.08441558441558442,0.6318065106215606,0.5227785596860703,0.03815626135193519,0.038156261351935214,0.7665822118800917,-0.9580007084281297,0.35600616744310887,-2.3227300492080667e-05,-0.0007521601920591197,0.0029653635325428947,0.0030913752945396136,0.006056738827082528,0.9972725255893925,0.9971567877377087,0.38624517649088297,-0.12843264320219486,121.05630999999994,0.04459014054168098,0.8712,,131.89723658128645,102.58673956322625,205.1734791264525,0.7885854455162835,1258.347130175221,-0.9030878700378657
Eluwaith_Druadan_cuin,0.8006675098924902,46.158258698207895,2682.8330119424127,48.84970101010549,48.849701010098215,97.6994020202037,1.000000000000149,58.83548992175169,0.01639042805455159,0.006746145655896183,0.31003806566482484,0.0,0.7745398160679229,0.3023898357520081,963.236314563612,0.9999999999999999,0.0,0.49014383664284816,0.14644976480280633,0.013056074610826312,0.013056074610826314,0.42830223169072573,-0.2722768361212454,0.04583123297986138,0.2755878208083559,0.208826910703927,0.5990400879780108,0.4269633423520481,1.0260034303300587,0.5759489154503207,0.6748615157959817,7.877771556374425,2.4340504859067025,736.535530000001,0.3045976812322543,0.4533,,33.612950533341696,33.612950533336694,67.22590106667839,1.9546558016112763,198.80088847594888,-2.1709442218254207
Eluwaith_amarth_iar,0.465641422180987,438.70736565990154,555.110515174692,394.85808080808056,473.82969696969667,848.944873737375,0.8333333333333334,587.7278431006949,0.0011792627397368889,0.6421492275553393,10.0,-0.1195895140286989,2.58646600207475,0.09299294654163133,1689.6499955406334,0.9999999999999999,0.014925373134328358,0.3841239518618909,0.9639173391290217,0.02733749863184817,0.02733749863184817,0.7799538125947556,-0.990647922570287,0.25337067612061887,0.10454837634652048,0.06442982730367573,0.875553327948203,2.4741095047244928,3.3496628326726956,0.4464560050594021,0.10241326173766832,12.270358556316612,-2.0720617420755114,1317.0838999999978,0.6738561738714446,0.5666,,252.04779829444692,302.4573579533363,541.902766333062,2.059659048563693,544.3541335473269,-0.19236403484848244
Eluwaith_cyron_hwiniol,0.6770343950710266,43.57324966485024,2684.1044539917575,78.21542626262817,39.107713131314085,97.76928282828158,2.0,123.48698418757876,0.008656021291729736,0.009001465843245255,0.2827805587626989,0.0,0.7776517859669534,0.35360125112940555,1377.5001240765941,0.9999999999999999,0.006666666666666667,0.3386610251462755,0.12280831360074441,0.018781651809356918,0.018781651809356918,0.5391016581361112,-0.5421972271783964,-0.019839874485244508,0.11033227506928761,0.22054777949242554,0.6031385108103087,0.49027982733614645,1.093418338146455,0.5737789292079737,0.6366314204269533,2.92220881255235,1.3165553014260245,59.39484999999695,0.030681823699764077,0.2341,,63.378515730190564,31.689257865095282,79.22314466273525,3.5672100230977772,76.13720063296276,-2.0456867138918415
Eluwaith_faradrim_haudh,1.905988900217409,336.9908358216412,29739.827367687874,129.0653333333321,0.0,112.93216666666558,0.0,567.4864308255422,0.014767628541235658,10.0,10.0,0.0,0.022557117877560824,0.0,6507.369911310806,0.0,0.0,0.4604043424096545,0.7310263025576106,0.0903439767058825,0.0903439767058825,0.7651089220795855,0.0,0.02933927223517471,0.0,0.0,0.021239737527232037,0.022557117877560824,0.0437968554047928,0.9806275832551279,0.9794384582354876,0.18193366196955107,0.45847142508902694,1164.58842,0.7291512966418703,0.9887,,64.89934798276869,0.0,56.7869294849226,-0.6778187691684632,6374.0084580116945,1.0000000000434295
Eluwaith_lain_curunir,0.7072288820269054,32.00694595528023,3809.3710385574855,42.73272929293307,42.7327292929258,64.09909393939597,1.0000000000001703,60.4071294653922,0.016550051768957883,0.008382573001875573,10.0,0.0,0.7862709694941441,0.37755411360132324,826.6070364176089,0.8999999999999998,0.0,0.3534123987968945,0.09026360222459329,0.013502465405124273,0.013502465405124273,0.46942045519386777,-0.2916972216039879,-0.042610930915018025,0.4060589393231827,0.23736016866976517,0.37522182878188975,0.31899732721004515,0.6942191559919348,0.7078011574401804,0.7454200484000171,4.936898929797355,1.6798224490347151,60.3724000000002,0.02854122506624575,0.2313,,34.70537585716971,34.70537585716381,52.05806378575162,3.5458539804574913,44.606435222243995,-2.0766226039039917
Eluwaith_nestad_in,1.4238300578079055,185.07474117919796,100000.00000000001,233.129745454542,135.99235151515313,310.83966060606326,1.7142857142856684,-198.13772808710527,0.006107457694992158,0.23451003888030345,0.2556398677884748,0.0,-0.002137239274901376,0.0018469731561466726,-2105.441334234769,-0.9999999999999999,0.20555555555555555,0.13527974304151721,0.8578425278005212,0.005720533272152107,0.005720533272152109,0.9172508020042218,-0.8476830784231236,-0.004271065515261907,-0.0014702026819801216,-0.001240545474436436,0.0005994920814814119,-6.619612477292473e-05,0.0005332959567086479,0.9994479997961265,1.0000609707426866,2.5164645671441974,0.6325718672617721,838.1331199999986,0.4357740499190878,0.1411,,204.30264258569974,119.17654150832804,272.40352344760606,3.8533842181509614,-42.51393465181549,-0.6298385594679714
Eluwaith_nost_magol,1.1912904677680498,19.91987146673329,5727.441844710883,48.21078585858777,24.105392929290247,72.31617878787802,2.000000000000302,46.67316367841181,0.02471004043083537,0.019046737400133386,10.0,0.0,0.763709150982802,0.8320893417421592,1330.2819175111824,0.9999999999999999,0.0,0.09190486559291662,0.032875447444735174,0.007618337076177861,0.007618337076177859,0.4051004996419246,-0.2664823919183683,0.005611036803424947,0.23737567512016522,0.5262173524767679,0.1523896393810349,0.0877494584620987,0.2401390978431336,0.8690487600285641,0.9223594817378336,10.8931083691083,2.9591957246932385,35.16853999999876,0.014736859043109809,0.3935,,34.59690409658254,17.29845204828866,51.8953561448712,1.8297207954079526,207.03210739274473,-1.7201793830381764
